PO_ID,Supplier_ID,Order_Date,Requested_Delivery_Date,Promised_Lead_Time_days,Delivery_Date,Order_Status,Quantity_Ordered,Quantity_Delivered,Unit_Price,Negotiated_Price,Defective_Units,Compliance,Reason_for_delay,Region,Item_Category,Urgency,Recorded_Communication_ResponseTime_hrs,Capacity_per_month,Min_Order_Qty,Max_Order_Qty,Shipping_Delay_days,Defective_Rate,Product_Quality,Product_Quality_Encoded,Delivery_Delay_days,Item_Category_ID,Product_Quality_ID
PO_11745,SUPP_0023,14-12-2023,28-12-2023,14,28-12-2023,Delivered,3628,4623,77.69,75.56,90,Yes,,Baypur,Raw_Materials,Critical,17.2,3842,89,5796,0,0.019467878,Medium Quality,1,0,1,1
PO_11746,SUPP_0053,30-05-2023,08-06-2023,9,15-06-2023,Delivered,4782,2593,31.26,29.76,61,Yes,Logistics,Palakkad,Components,Normal,15.7,1163,108,5445,7,0.023524875,Medium Quality,1,7,2,1
PO_11747,SUPP_0011,05-04-2022,23-04-2022,18,23-04-2022,Delivered,1781,458,26.8,26.27,8,Yes,,Palakkad,MRO,Urgent,26.9,3234,100,3899,0,0.017467249,Medium Quality,1,0,0,1
PO_11748,SUPP_0079,28-07-2023,05-08-2023,8,05-08-2023,Delivered,1367,833,92.87,94.17,16,No,,Kochi,Raw_Materials,Normal,14.9,2755,180,2403,0,0.019207683,Low Quality,0,0,1,2
PO_11749,SUPP_0042,25-09-2023,21-10-2023,26,21-10-2023,Delivered,942,1511,83.32,77.24,23,Yes,,Palakkad,Packaging,Critical,23.8,2178,78,3059,0,0.015221707,Medium Quality,1,0,3,1
PO_11750,SUPP_0013,24-07-2023,05-08-2023,12,05-08-2023,Delivered,830,446,60.53,60.01,6,Yes,,Baypur,Components,Critical,20.6,3702,100,2646,0,0.013452915,Medium Quality,1,0,2,1
PO_11751,SUPP_0136,30-12-2023,16-01-2024,17,16-01-2024,Delivered,2193,2240,85.89,83.47,34,Yes,,Kochi,Packaging,Normal,18.5,2179,135,4744,0,0.015178571,Medium Quality,1,0,3,1
PO_11752,SUPP_0149,24-01-2023,19-02-2023,26,20-02-2023,Delivered,2598,147,20.45,18.94,0,Yes,Weather,Baypur,Raw_Materials,Urgent,46.9,4413,92,5627,1,0,High Quality,2,1,1,0
PO_11753,SUPP_0093,11-06-2022,24-06-2022,13,24-06-2022,Delivered,599,1982,75.44,71.96,36,Yes,,Muvattupuzha,Components,Normal,33.8,3854,76,2225,0,0.018163471,Medium Quality,1,0,2,1
PO_11754,SUPP_0030,10-08-2023,24-08-2023,14,24-08-2023,Delivered,1812,2169,98.7,99.7,43,Yes,,Kothamanglam,Raw_Materials,Normal,8,4061,90,5099,0,0.019824804,Medium Quality,1,0,1,1
PO_11755,SUPP_0148,28-08-2023,06-09-2023,9,06-09-2023,Delivered,1306,3270,88.13,91.42,76,Yes,,Baypur,Packaging,Normal,29.7,4500,150,3291,0,0.02324159,Medium Quality,1,0,3,1
PO_11756,SUPP_0132,07-06-2022,13-06-2022,6,13-06-2022,Delivered,2564,220,56.73,53.31,7,Yes,,Muvattupuzha,Raw_Materials,Normal,22.7,1012,83,3119,0,0.031818182,Medium Quality,1,0,1,1
PO_11757,SUPP_0056,16-07-2022,27-07-2022,11,27-07-2022,Delivered,3693,709,68.45,64.62,24,Yes,,Kothamanglam,Packaging,Urgent,16.5,1791,88,5457,0,0.033850494,Medium Quality,1,0,3,1
PO_11758,SUPP_0101,30-07-2023,05-08-2023,6,05-08-2023,Delivered,1413,1543,43.25,42.24,34,Yes,,Palakkad,Raw_Materials,Critical,42.4,2800,116,2127,0,0.022034997,Medium Quality,1,0,1,1
PO_11759,SUPP_0053,07-04-2022,29-04-2022,22,02-05-2022,Delivered,1656,1633,76.1,80.06,39,Yes,Weather,Palakkad,Components,Normal,17.6,1163,108,5445,3,0.023882425,Medium Quality,1,3,2,1
PO_11760,SUPP_0060,18-03-2023,02-04-2023,15,02-04-2023,Delivered,2119,4372,24.9,23.66,89,Yes,,Palakkad,Packaging,Critical,43.6,2207,117,5510,0,0.020356816,Medium Quality,1,0,3,1
PO_11761,SUPP_0103,16-05-2023,26-05-2023,10,,Cancelled,2839,0,84.08,77.25,0,Yes,,Aluva,Components,Normal,10.6,1069,116,3895,,0,High Quality,2,0,2,0
PO_11762,SUPP_0077,30-12-2023,24-01-2024,25,24-01-2024,Delivered,4436,1078,35.26,36.51,25,Yes,,Palakkad,Packaging,Critical,18.2,4590,58,5304,0,0.023191095,Medium Quality,1,0,3,1
PO_11763,SUPP_0018,11-05-2023,07-06-2023,27,07-06-2023,Delivered,633,1904,41.53,41.54,36,Yes,,Kothamanglam,Raw_Materials,Normal,22.4,1978,57,2034,0,0.018907563,Medium Quality,1,0,1,1
PO_11764,SUPP_0003,02-11-2023,15-11-2023,13,15-11-2023,Delivered,977,3114,14.88,14.04,63,Yes,,Kochi,Packaging,Normal,34.4,966,124,3482,0,0.020231214,Medium Quality,1,0,3,1
PO_11765,SUPP_0141,31-07-2023,26-08-2023,26,26-08-2023,Delivered,3698,2961,30.19,27.77,58,Yes,,Baypur,MRO,Normal,26.8,2257,150,4070,0,0.019587977,Medium Quality,1,0,0,1
PO_11766,SUPP_0030,03-06-2023,13-06-2023,10,13-06-2023,Delivered,3879,4735,34.52,35.95,98,Yes,,Kothamanglam,Raw_Materials,Urgent,30.7,4061,90,5099,0,0.020696938,Medium Quality,1,0,1,1
PO_11767,SUPP_0075,06-02-2022,20-02-2022,14,20-02-2022,Delivered,1220,3105,12.25,11.71,67,Yes,,Baypur,Raw_Materials,Urgent,47.4,2549,178,3327,0,0.0215781,Medium Quality,1,0,1,1
PO_11768,SUPP_0008,25-04-2022,19-05-2022,24,19-05-2022,Delivered,735,1291,80.74,73.62,36,Yes,,Aluva,Packaging,Normal,10.7,3885,71,4300,0,0.02788536,Medium Quality,1,0,3,1
PO_11769,SUPP_0053,12-06-2022,23-06-2022,11,24-06-2022,Delivered,4754,2955,62.93,62.74,59,Yes,Logistics,Palakkad,Components,Normal,22.3,1163,108,5445,1,0.019966159,Medium Quality,1,1,2,1
PO_11770,SUPP_0070,27-09-2022,24-10-2022,27,24-10-2022,Delivered,3491,2478,83.63,84.94,48,No,,Aluva,Components,Critical,4.6,3476,177,4598,0,0.01937046,Low Quality,0,0,2,2
PO_11771,SUPP_0095,17-03-2023,10-04-2023,24,15-04-2023,Delivered,4754,2612,12.26,12.11,52,Yes,Logistics,Aluva,Packaging,Urgent,18.2,3620,66,5243,5,0.019908116,Medium Quality,1,5,3,1
PO_11772,SUPP_0020,20-09-2022,16-10-2022,26,16-10-2022,Delivered,3394,4565,90.21,86.22,103,Yes,,Aluva,Components,Critical,19.9,3573,183,4613,0,0.022562979,Medium Quality,1,0,2,1
PO_11773,SUPP_0122,05-02-2023,22-02-2023,17,22-02-2023,Delivered,2237,1545,36.38,33.91,29,Yes,,Kochi,Components,Urgent,21.7,504,152,3219,0,0.018770227,Medium Quality,1,0,2,1
PO_11774,SUPP_0015,23-05-2023,20-06-2023,28,21-06-2023,Delivered,3575,3408,70.38,73.77,63,Yes,Weather,Palakkad,MRO,Urgent,45.8,1100,109,4061,1,0.018485915,Medium Quality,1,1,0,1
PO_11775,SUPP_0040,02-01-2023,09-01-2023,7,09-01-2023,Delivered,590,1986,91.17,86.02,33,Yes,,Kochi,MRO,Critical,7.3,3290,101,3020,0,0.016616314,Medium Quality,1,0,0,1
PO_11776,SUPP_0118,05-06-2022,12-06-2022,7,12-06-2022,Delivered,3739,472,61.7,59.01,7,Yes,,Aluva,Packaging,Normal,14.1,1648,199,4361,0,0.014830508,Medium Quality,1,0,3,1
PO_11777,SUPP_0020,22-01-2023,01-02-2023,10,04-02-2023,Delivered,1568,3214,78.86,77.99,56,Yes,Raw_Material_Shortage,Aluva,Components,Normal,3.3,3573,183,4613,3,0.017423771,Medium Quality,1,3,2,1
PO_11778,SUPP_0101,27-01-2022,03-02-2022,7,05-02-2022,Delivered,740,764,13.28,13.5,11,Yes,Raw_Material_Shortage,Palakkad,Raw_Materials,Critical,21.3,2800,116,2127,2,0.014397906,Medium Quality,1,2,1,1
PO_11779,SUPP_0128,20-10-2023,04-11-2023,15,04-11-2023,Delivered,1574,1423,45.55,45.26,29,Yes,,Kochi,MRO,Critical,41.1,4175,107,3974,0,0.02037948,Medium Quality,1,0,0,1
PO_11780,SUPP_0020,06-04-2022,25-04-2022,19,25-04-2022,Delivered,787,3701,58.89,61.63,77,Yes,,Aluva,Components,Critical,44.3,3573,183,4613,0,0.020805188,Medium Quality,1,0,2,1
PO_11781,SUPP_0015,20-11-2022,05-12-2022,15,05-12-2022,Delivered,3797,3058,56.23,55.52,64,No,,Palakkad,MRO,Critical,19.9,1100,109,4061,0,0.020928712,Low Quality,0,0,0,2
PO_11782,SUPP_0113,01-02-2022,18-02-2022,17,18-02-2022,Delivered,4943,1733,59.73,56.17,35,Yes,,Muvattupuzha,MRO,Normal,39.6,4615,114,5847,0,0.020196192,Medium Quality,1,0,0,1
PO_11783,SUPP_0147,19-09-2023,28-09-2023,9,28-09-2023,Delivered,2635,2095,21.9,20.31,52,Yes,,Muvattupuzha,Raw_Materials,Urgent,39,2431,173,3568,0,0.024821002,Medium Quality,1,0,1,1
PO_11784,SUPP_0053,03-03-2022,17-03-2022,14,22-03-2022,Delivered,2985,1401,57.87,57.55,20,Yes,Weather,Palakkad,Components,Urgent,32.2,1163,108,5445,5,0.014275517,Medium Quality,1,5,2,1
PO_11785,SUPP_0119,24-01-2022,29-01-2022,5,29-01-2022,Delivered,3124,1605,99.43,90.49,33,Yes,,Kochi,Packaging,Normal,11.5,2215,119,5854,0,0.020560748,Medium Quality,1,0,3,1
PO_11786,SUPP_0089,01-09-2023,12-09-2023,11,12-09-2023,Delivered,2368,1607,24.92,23.7,29,No,,Baypur,Packaging,Critical,29.4,3604,164,2469,0,0.018046049,Low Quality,0,0,3,2
PO_11787,SUPP_0072,17-02-2023,06-03-2023,17,06-03-2023,Delivered,1320,969,21.35,19.7,20,Yes,,Muvattupuzha,Raw_Materials,Critical,26.7,2302,91,3634,0,0.020639835,Medium Quality,1,0,1,1
PO_11788,SUPP_0102,11-02-2023,09-03-2023,26,09-03-2023,Delivered,3227,755,81.61,81.77,14,Yes,,Kochi,Raw_Materials,Critical,4.7,2565,74,3758,0,0.018543046,Medium Quality,1,0,1,1
PO_11789,SUPP_0063,21-05-2022,26-05-2022,5,26-05-2022,Delivered,820,1304,75.23,71.93,31,Yes,,Muvattupuzha,MRO,Normal,27.6,3431,147,2197,0,0.023773006,Medium Quality,1,0,0,1
PO_11790,SUPP_0056,08-12-2023,15-12-2023,7,15-12-2023,Delivered,4405,3222,76.71,72.12,71,Yes,,Kothamanglam,Packaging,Urgent,3.4,1791,88,5457,0,0.022036002,Medium Quality,1,0,3,1
PO_11791,SUPP_0016,30-01-2022,16-02-2022,17,,Cancelled,1603,0,57.22,52.32,0,No,,Kothamanglam,Components,Urgent,20.7,741,58,5417,,0,Low Quality,0,0,2,2
PO_11792,SUPP_0028,29-11-2023,13-12-2023,14,13-12-2023,Delivered,1811,890,96.1,91.5,10,Yes,,Palakkad,Raw_Materials,Urgent,28.3,2527,185,3495,0,0.011235955,Medium Quality,1,0,1,1
PO_11793,SUPP_0134,10-01-2022,28-01-2022,18,31-01-2022,Delivered,815,1039,78.48,80.62,25,Yes,Logistics,Muvattupuzha,Components,Critical,27.6,3843,118,4837,3,0.024061598,Medium Quality,1,3,2,1
PO_11794,SUPP_0127,09-03-2022,02-04-2022,24,02-04-2022,Delivered,3368,2798,16.85,15.37,55,Yes,,Aluva,Packaging,Urgent,36,619,112,3810,0,0.019656898,Medium Quality,1,0,3,1
PO_11795,SUPP_0013,27-07-2023,18-08-2023,22,18-08-2023,Delivered,1891,1685,68.33,70.62,21,No,,Baypur,Components,Urgent,33.7,3702,100,2646,0,0.012462908,Low Quality,0,0,2,2
PO_11796,SUPP_0051,13-09-2022,08-10-2022,25,08-10-2022,Delivered,1975,2410,30,28.78,47,Yes,,Kochi,Components,Normal,22.7,1782,152,2709,0,0.019502075,Medium Quality,1,0,2,1
PO_11797,SUPP_0056,02-11-2022,22-11-2022,20,22-11-2022,Delivered,2942,4556,52.64,54.35,87,No,,Kothamanglam,Packaging,Normal,2.7,1791,88,5457,0,0.019095698,Low Quality,0,0,3,2
PO_11798,SUPP_0008,20-02-2023,05-03-2023,13,05-03-2023,Delivered,3160,1233,22.88,22.28,27,Yes,,Aluva,Packaging,Urgent,47.5,3885,71,4300,0,0.02189781,Medium Quality,1,0,3,1
PO_11799,SUPP_0137,18-05-2023,03-06-2023,16,03-06-2023,Delivered,1513,1505,70.68,68.51,28,Yes,,Kothamanglam,Packaging,Urgent,33.7,3856,118,5118,0,0.018604651,Medium Quality,1,0,3,1
PO_11800,SUPP_0074,14-12-2023,01-01-2024,18,01-01-2024,Delivered,534,1735,66.31,65.83,32,Yes,,Baypur,Packaging,Critical,12,1123,109,2880,0,0.018443804,Medium Quality,1,0,3,1
PO_11801,SUPP_0135,20-07-2023,10-08-2023,21,12-08-2023,Delivered,1411,1702,47.54,44.49,31,Yes,Raw_Material_Shortage,Muvattupuzha,MRO,Critical,9.6,2794,125,2153,2,0.018213866,Medium Quality,1,2,0,1
PO_11802,SUPP_0044,07-09-2022,02-10-2022,25,02-10-2022,Delivered,2182,206,17.35,17.52,6,Yes,,Aluva,Packaging,Urgent,31.4,3125,94,3597,0,0.029126214,Medium Quality,1,0,3,1
PO_11803,SUPP_0086,07-09-2023,22-09-2023,15,27-09-2023,Delivered,1558,153,34.96,31.85,1,Yes,Logistics,Aluva,MRO,Critical,10.2,4993,70,2815,5,0.006535948,High Quality,2,5,0,0
PO_11804,SUPP_0127,10-07-2022,19-07-2022,9,19-07-2022,Delivered,1843,2674,43.65,43.75,40,Yes,,Aluva,Packaging,Normal,2.7,619,112,3810,0,0.014958863,Medium Quality,1,0,3,1
PO_11805,SUPP_0135,29-11-2022,17-12-2022,18,,Cancelled,260,0,89.33,88.99,0,Yes,,Muvattupuzha,MRO,Critical,34.1,2794,125,2153,,0,High Quality,2,0,0,0
PO_11806,SUPP_0037,04-12-2023,17-12-2023,13,19-12-2023,Delivered,2189,343,45.48,44.44,12,Yes,Customs,Palakkad,Raw_Materials,Critical,9,1002,191,2870,2,0.034985423,Medium Quality,1,2,1,1
PO_11807,SUPP_0087,08-10-2022,22-10-2022,14,,Cancelled,3092,0,45.48,47.39,0,Yes,,Aluva,Packaging,Urgent,19.2,4487,177,3415,,0,High Quality,2,0,3,0
PO_11808,SUPP_0081,26-04-2022,25-05-2022,29,25-05-2022,Delivered,2793,2224,41.84,41.38,43,Yes,,Muvattupuzha,Raw_Materials,Normal,1.6,2148,153,5923,0,0.019334532,Medium Quality,1,0,1,1
PO_11809,SUPP_0030,13-08-2023,05-09-2023,23,05-09-2023,Delivered,2735,1185,71.39,72.19,22,Yes,,Kothamanglam,Raw_Materials,Urgent,24.8,4061,90,5099,0,0.018565401,Medium Quality,1,0,1,1
PO_11810,SUPP_0007,08-08-2022,06-09-2022,29,,Cancelled,3180,0,60.5,57.35,0,Yes,,Aluva,Raw_Materials,Urgent,14.5,2933,70,3184,,0,High Quality,2,0,1,0
PO_11811,SUPP_0133,19-06-2022,24-06-2022,5,24-06-2022,Delivered,2094,2451,68.87,62.62,52,Yes,,Muvattupuzha,Components,Normal,27.5,1059,138,2487,0,0.02121583,Medium Quality,1,0,2,1
PO_11812,SUPP_0110,23-05-2023,06-06-2023,14,07-06-2023,Delivered,781,1386,15.46,15.2,26,Yes,Supplier_Issue,Aluva,Raw_Materials,Critical,2.1,3306,75,3890,1,0.018759019,Medium Quality,1,1,1,1
PO_11813,SUPP_0053,15-07-2023,01-08-2023,17,,Cancelled,3600,0,52.83,49.47,0,No,,Palakkad,Components,Critical,43.5,1163,108,5445,,0,Low Quality,0,0,2,2
PO_11814,SUPP_0126,20-07-2022,30-07-2022,10,31-07-2022,Delivered,334,2086,62.98,64.97,48,Yes,Weather,Aluva,Raw_Materials,Critical,35.3,2193,196,2656,1,0.023010547,Medium Quality,1,1,1,1
PO_11815,SUPP_0050,29-05-2022,03-06-2022,5,03-06-2022,Delivered,3789,2297,63.81,63.56,43,Yes,,Muvattupuzha,MRO,Normal,31.7,1806,170,4675,0,0.01872007,Medium Quality,1,0,0,1
PO_11816,SUPP_0137,18-01-2022,01-02-2022,14,11-02-2022,Delivered,3472,4237,40.46,41.01,104,Yes,Logistics,Kothamanglam,Packaging,Urgent,5.4,3856,118,5118,10,0.024545669,Medium Quality,1,10,3,1
PO_11817,SUPP_0061,26-02-2023,04-03-2023,6,04-03-2023,Delivered,588,2205,74.18,77.93,66,No,,Palakkad,MRO,Urgent,15.6,702,172,2400,0,0.029931973,Low Quality,0,0,0,2
PO_11818,SUPP_0113,08-01-2023,02-02-2023,25,05-02-2023,Delivered,2728,3857,36.08,35.13,75,Yes,Supplier_Issue,Muvattupuzha,MRO,Urgent,45.8,4615,114,5847,3,0.019445165,Medium Quality,1,3,0,1
PO_11819,SUPP_0106,08-03-2023,15-03-2023,7,15-03-2023,Delivered,221,904,71.6,67.29,19,Yes,,Kochi,Packaging,Urgent,42.1,3509,176,2154,0,0.021017699,Medium Quality,1,0,3,1
PO_11820,SUPP_0133,18-03-2023,14-04-2023,27,14-04-2023,Delivered,363,653,55.83,56.95,8,Yes,,Muvattupuzha,Components,Critical,17.3,1059,138,2487,0,0.012251149,Medium Quality,1,0,2,1
PO_11821,SUPP_0123,30-12-2023,05-01-2024,6,05-01-2024,Delivered,5008,4021,72.23,68.29,83,Yes,,Muvattupuzha,Packaging,Urgent,12.2,1376,165,5421,0,0.020641631,Medium Quality,1,0,3,1
PO_11822,SUPP_0026,07-02-2023,20-02-2023,13,20-02-2023,Delivered,921,374,60.5,58.45,5,Yes,,Palakkad,Components,Normal,25.4,2562,94,2064,0,0.013368984,Medium Quality,1,0,2,1
PO_11823,SUPP_0126,01-04-2022,19-04-2022,18,,Cancelled,1131,0,67.65,68.29,0,Yes,,Aluva,Raw_Materials,Normal,25.8,2193,196,2656,,0,High Quality,2,0,1,0
PO_11824,SUPP_0010,14-02-2023,11-03-2023,25,11-03-2023,Delivered,1669,461,21.48,22.3,8,Yes,,Baypur,Packaging,Normal,4.1,1582,64,2189,0,0.017353579,Medium Quality,1,0,3,1
PO_11825,SUPP_0028,14-04-2023,04-05-2023,20,06-05-2023,Delivered,1868,2177,45.35,44.66,42,Yes,Customs,Palakkad,Raw_Materials,Urgent,18.9,2527,185,3495,2,0.019292605,Medium Quality,1,2,1,1
PO_11826,SUPP_0044,12-08-2023,21-08-2023,9,26-08-2023,Delivered,3517,1132,49.19,46.92,19,Yes,Weather,Aluva,Packaging,Urgent,23.8,3125,94,3597,5,0.016784452,Medium Quality,1,5,3,1
PO_11827,SUPP_0103,08-02-2022,27-02-2022,19,27-02-2022,Delivered,867,3603,86.29,81.97,67,Yes,,Aluva,Components,Normal,34,1069,116,3895,0,0.018595615,Medium Quality,1,0,2,1
PO_11828,SUPP_0067,02-01-2023,12-01-2023,10,12-01-2023,Delivered,2164,1439,76.64,74.73,24,Yes,,Palakkad,Raw_Materials,Critical,24.3,1159,196,3369,0,0.016678249,Medium Quality,1,0,1,1
PO_11829,SUPP_0078,05-01-2022,20-01-2022,15,20-01-2022,Delivered,4401,278,53.52,49.58,6,Yes,,Kochi,Components,Critical,9.5,3670,196,4863,0,0.021582734,Medium Quality,1,0,2,1
PO_11830,SUPP_0027,24-04-2022,20-05-2022,26,20-05-2022,Delivered,1291,870,105.42,96.6,19,Yes,,Baypur,Packaging,Critical,45.5,3068,137,3152,0,0.02183908,Medium Quality,1,0,3,1
PO_11831,SUPP_0069,17-09-2022,12-10-2022,25,17-10-2022,Delivered,2402,253,52.07,51.82,5,Yes,Logistics,Palakkad,Components,Urgent,11.6,3411,101,2488,5,0.019762846,Medium Quality,1,5,2,1
PO_11832,SUPP_0113,02-07-2022,12-07-2022,10,12-07-2022,Delivered,497,1960,99.28,95.23,40,Yes,,Muvattupuzha,MRO,Critical,1.4,4615,114,5847,0,0.020408163,Medium Quality,1,0,0,1
PO_11833,SUPP_0029,25-12-2023,20-01-2024,26,20-01-2024,Delivered,1861,783,25.32,25.92,15,Yes,,Aluva,Packaging,Urgent,20.8,891,82,2378,0,0.019157088,Medium Quality,1,0,3,1
PO_11834,SUPP_0055,21-12-2023,11-01-2024,21,11-01-2024,Delivered,332,2367,36.49,37.24,45,Yes,,Baypur,MRO,Urgent,21.2,3804,162,3853,0,0.019011407,Medium Quality,1,0,0,1
PO_11835,SUPP_0018,16-03-2022,25-03-2022,9,25-03-2022,Delivered,374,1816,20.11,20.92,34,Yes,,Kothamanglam,Raw_Materials,Urgent,34.6,1978,57,2034,0,0.018722467,Medium Quality,1,0,1,1
PO_11836,SUPP_0138,26-01-2023,03-02-2023,8,03-02-2023,Delivered,2998,2437,86.23,89.26,50,Yes,,Aluva,Raw_Materials,Normal,48,2641,193,4265,0,0.020517029,Medium Quality,1,0,1,1
PO_11837,SUPP_0027,11-11-2022,04-12-2022,23,,Cancelled,647,0,64.28,62.12,0,Yes,,Baypur,Packaging,Urgent,22,3068,137,3152,,0,High Quality,2,0,3,0
PO_11838,SUPP_0008,23-07-2022,04-08-2022,12,05-08-2022,Delivered,1139,4175,52.59,48.91,81,No,Weather,Aluva,Packaging,Normal,21.6,3885,71,4300,1,0.019401198,Low Quality,0,1,3,2
PO_11839,SUPP_0023,13-06-2023,10-07-2023,27,10-07-2023,Delivered,3407,401,44.06,43.73,5,Yes,,Baypur,Raw_Materials,Critical,37.3,3842,89,5796,0,0.012468828,Medium Quality,1,0,1,1
PO_11840,SUPP_0043,14-02-2023,20-02-2023,6,20-02-2023,Delivered,2319,975,52.03,52.95,20,Yes,,Palakkad,Components,Critical,5.7,2222,135,3819,0,0.020512821,Medium Quality,1,0,2,1
PO_11841,SUPP_0006,07-12-2022,26-12-2022,19,26-12-2022,Delivered,3355,2541,26,27.21,54,Yes,,Baypur,MRO,Urgent,5.1,1269,137,3515,0,0.021251476,Medium Quality,1,0,0,1
PO_11842,SUPP_0087,28-12-2023,17-01-2024,20,17-01-2024,Delivered,2231,236,104.79,98.55,1,Yes,,Aluva,Packaging,Critical,10.8,4487,177,3415,0,0.004237288,High Quality,2,0,3,0
PO_11843,SUPP_0070,24-01-2023,07-02-2023,14,09-02-2023,Delivered,3244,3613,76.2,78.31,79,Yes,Customs,Aluva,Components,Urgent,5.1,3476,177,4598,2,0.021865486,Medium Quality,1,2,2,1
PO_11844,SUPP_0045,12-02-2023,20-02-2023,8,20-02-2023,Delivered,2133,1230,46.6,44.21,26,Yes,,Aluva,Components,Critical,11.2,3560,183,2795,0,0.021138211,Medium Quality,1,0,2,1
PO_11845,SUPP_0064,24-01-2023,01-02-2023,8,,Cancelled,1685,0,43.91,39.99,0,Yes,,Baypur,MRO,Critical,30.7,2430,193,2608,,0,High Quality,2,0,0,0
PO_11846,SUPP_0066,26-08-2022,17-09-2022,22,20-09-2022,Delivered,3508,2012,45.1,41.77,45,No,Weather,Baypur,Raw_Materials,Urgent,27.2,3897,142,3794,3,0.022365805,Low Quality,0,3,1,2
PO_11847,SUPP_0023,01-10-2022,28-10-2022,27,28-10-2022,Delivered,4332,491,29.34,27.71,14,Yes,,Baypur,Raw_Materials,Normal,4.8,3842,89,5796,0,0.028513238,Medium Quality,1,0,1,1
PO_11848,SUPP_0051,25-10-2022,11-11-2022,17,11-11-2022,Delivered,2495,622,48.23,44.67,10,Yes,,Kochi,Components,Critical,36.6,1782,152,2709,0,0.01607717,Medium Quality,1,0,2,1
PO_11849,SUPP_0070,10-10-2023,22-10-2023,12,01-11-2023,Delivered,3789,3819,14.76,15.46,81,Yes,Customs,Aluva,Components,Urgent,19.1,3476,177,4598,10,0.021209741,Medium Quality,1,10,2,1
PO_11850,SUPP_0087,04-08-2023,19-08-2023,15,22-08-2023,Delivered,2113,1401,13.58,14.21,46,Yes,Customs,Aluva,Packaging,Critical,44.9,4487,177,3415,3,0.03283369,Medium Quality,1,3,3,1
PO_11851,SUPP_0106,11-03-2023,21-03-2023,10,22-03-2023,Delivered,1467,1701,41.97,42.02,26,Yes,Logistics,Kochi,Packaging,Normal,43.3,3509,176,2154,1,0.015285126,Medium Quality,1,1,3,1
PO_11852,SUPP_0060,08-01-2022,22-01-2022,14,22-01-2022,Delivered,4156,5073,61.42,61.95,102,Yes,,Palakkad,Packaging,Normal,1.1,2207,117,5510,0,0.020106446,Medium Quality,1,0,3,1
PO_11853,SUPP_0024,08-09-2023,13-09-2023,5,14-09-2023,Delivered,2623,384,85.12,85.65,8,Yes,Weather,Muvattupuzha,Raw_Materials,Critical,26,837,160,3076,1,0.020833333,Medium Quality,1,1,1,1
PO_11854,SUPP_0036,05-06-2022,12-06-2022,7,12-06-2022,Delivered,1738,2622,92.43,90.36,55,Yes,,Palakkad,Components,Urgent,41.3,3190,50,3028,0,0.020976354,Medium Quality,1,0,2,1
PO_11855,SUPP_0039,14-08-2022,21-08-2022,7,,Cancelled,357,0,60.17,56.03,0,Yes,,Baypur,Packaging,Critical,8.2,1984,112,2863,,0,High Quality,2,0,3,0
PO_11856,SUPP_0097,25-08-2023,09-09-2023,15,09-09-2023,Delivered,652,4853,87.62,82.99,86,Yes,,Kothamanglam,Raw_Materials,Urgent,10.2,3065,148,5963,0,0.017720997,Medium Quality,1,0,1,1
PO_11857,SUPP_0069,05-12-2023,25-12-2023,20,25-12-2023,Delivered,2397,1468,85.61,87.91,35,Yes,,Palakkad,Components,Normal,15.8,3411,101,2488,0,0.023841962,Medium Quality,1,0,2,1
PO_11858,SUPP_0026,30-10-2023,06-11-2023,7,06-11-2023,Delivered,1520,1466,65.2,61.37,21,Yes,,Palakkad,Components,Critical,22.8,2562,94,2064,0,0.014324693,Medium Quality,1,0,2,1
PO_11859,SUPP_0114,01-08-2022,14-08-2022,13,24-08-2022,Delivered,2723,443,99.78,94,20,Yes,Weather,Palakkad,Raw_Materials,Critical,24.5,4995,191,2971,10,0.045146727,Medium Quality,1,10,1,1
PO_11860,SUPP_0060,02-07-2023,28-07-2023,26,30-07-2023,Delivered,4395,2852,32.69,32.39,40,No,Customs,Palakkad,Packaging,Critical,37.2,2207,117,5510,2,0.014025245,Low Quality,0,2,3,2
PO_11861,SUPP_0015,18-08-2023,04-09-2023,17,04-09-2023,Delivered,3360,4042,23.89,22.8,84,Yes,,Palakkad,MRO,Urgent,42.7,1100,109,4061,0,0.020781791,Medium Quality,1,0,0,1
PO_11862,SUPP_0116,22-01-2022,15-02-2022,24,16-02-2022,Delivered,870,1271,81.45,81.63,27,Yes,Supplier_Issue,Aluva,MRO,Normal,10.2,3274,135,2050,1,0.021243116,Medium Quality,1,1,0,1
PO_11863,SUPP_0067,31-01-2022,10-02-2022,10,10-02-2022,Delivered,1523,1354,12.75,12.1,24,Yes,,Palakkad,Raw_Materials,Critical,36.4,1159,196,3369,0,0.017725258,Medium Quality,1,0,1,1
PO_11864,SUPP_0147,29-03-2022,06-04-2022,8,06-04-2022,Delivered,816,3345,16.56,17,57,Yes,,Muvattupuzha,Raw_Materials,Urgent,45.8,2431,173,3568,0,0.017040359,Medium Quality,1,0,1,1
PO_11865,SUPP_0093,03-02-2022,10-02-2022,7,10-02-2022,Delivered,559,1976,25.71,26.2,40,Yes,,Muvattupuzha,Components,Critical,22.9,3854,76,2225,0,0.020242915,Medium Quality,1,0,2,1
PO_11866,SUPP_0030,13-03-2022,20-03-2022,7,20-03-2022,Delivered,464,2155,13.74,13.95,37,Yes,,Kothamanglam,Raw_Materials,Normal,38.1,4061,90,5099,0,0.017169374,Medium Quality,1,0,1,1
